Term,Adjusted P-value,P-value,Odds Ratio,Combined Score,Overlap,Genes,library,set_label
RIP-mediated NFkB Activation Via ZBP1 R-HSA-1810476,0.2152681622600161,0.129065908646794,2.0439584877687174,4.1848661889871215,12/17,IKBKB;NFKBIA;CHUK;DHX9;NKIRAS2;IKBKG;TICAM1;NFKB1;RELA;MYD88;TLR3;NFKB2,Reactome_2022,LUAD_down_targets
Removal Of Flap Intermediate From C-strand R-HSA-174437,0.2152681622600161,0.129065908646794,2.0439584877687174,4.1848661889871215,12/17,POLD3;ACD;FEN1;WRN;PCNA;POLD1;POLR1B;POT1;TERF2IP;DNA2;TERF1;TERF2,Reactome_2022,LUAD_down_targets
Translesion Synthesis By POLI R-HSA-5656121,0.2152681622600161,0.129065908646794,2.0439584877687174,4.1848661889871215,12/17,RFC5;PCNA;UBB;RFC2;POLR1B;UBC;REV1;REV3L;POLI;RPS27A;UBA52;SLC19A1,Reactome_2022,LUAD_down_targets
Translesion Synthesis By POLK R-HSA-5655862,0.2152681622600161,0.129065908646794,2.0439584877687174,4.1848661889871215,12/17,RFC5;PCNA;UBB;RFC2;POLR1B;UBC;REV1;REV3L;POLK;RPS27A;UBA52;SLC19A1,Reactome_2022,LUAD_down_targets
"Tristetraprolin (TTP, ZFP36) Binds And Destabilizes mRNA R-HSA-450513",0.2152681622600161,0.129065908646794,2.0439584877687174,4.1848661889871215,12/17,EXOSC6;ZFP36;XRN1;DIS3;YWHAB;EXOSC8;MAPKAPK2;DCP1A;TNPO1;EXOSC2;DCP2;EXOSC1,Reactome_2022,LUAD_down_targets
Zinc Transporters R-HSA-435354,0.2152681622600161,0.129065908646794,2.0439584877687174,4.1848661889871215,12/17,SLC30A7;SLC30A6;SLC30A3;SLC30A5;SLC39A6;SLC39A10;SLC30A1;SLC39A8;SLC39A7;SLC39A14;SLC39A1;SLC39A3,Reactome_2022,LUAD_down_targets
"BMAL1:CLOCK,NPAS2 Activates Circadian Gene Expression R-HSA-1368108",0.2155006826123069,0.1295619106714917,1.7035045429260152,3.4812758150191767,18/27,NCOA1;MBD4;CREBBP;CHD9;NCOA6;SERPINE1;BHLHE41;HSD17B4;LIN9;RXRA;TBL1XR1;NOCT;CARM1;NAMPT;BHLHE40;TBL1X;PPARA;CLOCK,Reactome_2022,LUAD_down_targets
Effects Of PIP2 Hydrolysis R-HSA-114508,0.2155006826123069,0.1295619106714917,1.7035045429260152,3.4812758150191767,18/27,DGKG;DGKE;DAGLA;PRKCH;TRPC6;TRPC3;DGKB;PRKCE;PRKCD;ITPR1;ITPR2;ITPR3;RASGRP1;DGKZ;ABHD12;DAGLB;MGLL;DGKH,Reactome_2022,LUAD_down_targets
Endogenous Sterols R-HSA-211976,0.2155006826123069,0.1295619106714917,1.7035045429260152,3.4812758150191767,18/27,NCOA1;PTGIS;CYP51A1;NR1H4;MIA3;AHR;CYP7B1;CYP19A1;CYP7A1;CYP8B1;CYP39A1;RXRA;CYP11B2;CYP4V2;FDX1;FDXR;CYP1B1;AHRR,Reactome_2022,LUAD_down_targets
Mitochondrial Calcium Ion Transport R-HSA-8949215,0.2176157756089027,0.1309535638109834,1.8250731565218543,3.7102140211661054,15/22,MCUB;MAIP1;PHB2;PARL;AKAP1;LETM1;SLC8A3;AFG3L2;SMDT1;VDAC2;YME1L1;PMPCA;VDAC1;MICU2;MCU,Reactome_2022,LUAD_down_targets
Regulation Of IGF Transport And Uptake By IGFBPs R-HSA-381426,0.2236085552366014,0.1357561940495361,1.2443537414965986,2.4848433824244567,73/123,APP;SERPINA1;CSF1;PRKCSH;PCSK9;MIA3;TTF2;LAMC1;CHRDL1;LMNB2;PPP3CA;LGALS1;CDH2;TRIM26;QSOX1;TIMP1;MEN1;IGFBP1;FGA;IGFBP5;IGFBP4;APLP2;IGFBP3;MMP2;IGFBP2;FGG;SHISA5;ANO8;ADAM10;PDIA6;CKAP4;F5;DNAJC3;RCN1;VCAN;DMTF1;PAPPA;FAM20C;VWA1;MATN3;SERPINC1;SDC2;CXXC1;KLK2;LTBP1;FSTL1;KNG1;HSP90B1;FSTL3;C3;TGOLN2;CST3;STC2;IGFBP7;APOE;APOL1;WFS1;GOLM1;FN1;IGF2;LAMB1;IGF1;SGPP2;KTN1;IL6;TF;MGAT4A;CALU;NUCB1;NOTUM;P4HB;FBN1;PNPLA2,Reactome_2022,LUAD_down_targets
Activated NTRK2 Signals Thru FRS2 And FRS3 R-HSA-9028731,0.2236085552366014,0.1360398435885115,2.9803649161804207,5.94525419392066,7/9,NTRK2;NRAS;FRS2;GRB2;PTPN11;SOS1;HRAS,Reactome_2022,LUAD_down_targets
Displacement Of DNA Glycosylase By APEX1 R-HSA-110357,0.2236085552366014,0.1360398435885115,2.9803649161804207,5.94525419392066,7/9,SMUG1;MBD4;MPG;NTHL1;APEX1;TDG;UNG,Reactome_2022,LUAD_down_targets
Formation Of Annular Gap Junctions R-HSA-196025,0.2236085552366014,0.1360398435885115,2.9803649161804207,5.94525419392066,7/9,DAB2;GJA1;CLTC;CLTB;CLTA;AP2M1;DNM2,Reactome_2022,LUAD_down_targets
Interleukin-1 Processing R-HSA-448706,0.2236085552366014,0.1360398435885115,2.9803649161804207,5.94525419392066,7/9,IL1A;IL1B;CASP1;IL18;NFKB1;RELA;NFKB2,Reactome_2022,LUAD_down_targets
Lipophagy R-HSA-9613354,0.2236085552366014,0.1360398435885115,2.9803649161804207,5.94525419392066,7/9,HSPA8;PRKAB2;PRKAA2;PRKAG1;PLIN3;PLIN2;PRKAB1,Reactome_2022,LUAD_down_targets
OAS Antiviral Response R-HSA-8983711,0.2236085552366014,0.1360398435885115,2.9803649161804207,5.94525419392066,7/9,RNASEL;OAS2;PDE12;OAS3;FLNA;ABCE1;OASL,Reactome_2022,LUAD_down_targets
PI3K/AKT Activation R-HSA-198203,0.2236085552366014,0.1360398435885115,2.9803649161804207,5.94525419392066,7/9,PIK3CA;IRS1;IRS2;PIK3R2;PIK3CB;PIK3R1;RHOA,Reactome_2022,LUAD_down_targets
PI5P Regulates TP53 Acetylation R-HSA-6811555,0.2236085552366014,0.1360398435885115,2.9803649161804207,5.94525419392066,7/9,PDZD2;EP300;PIP4K2A;PIP4K2B;PIP4K2C;TP53;MAP2K6,Reactome_2022,LUAD_down_targets
"POU5F1 (OCT4), SOX2, NANOG Repress Genes Related To Differentiation R-HSA-2892245",0.2236085552366014,0.1360398435885115,2.9803649161804207,5.94525419392066,7/9,SOX2;HHEX;CDX2;TSC22D1;GATA6;NANOG;DKK1,Reactome_2022,LUAD_down_targets
RHO GTPases Activate Rhotekin And Rhophilins R-HSA-5666185,0.2236085552366014,0.1360398435885115,2.9803649161804207,5.94525419392066,7/9,RTKN;RHPN1;TAX1BP3;RHPN2;RHOC;RHOA;RHOB,Reactome_2022,LUAD_down_targets
Type I Hemidesmosome Assembly R-HSA-446107,0.2236085552366014,0.1360398435885115,2.9803649161804207,5.94525419392066,7/9,CD151;DST;LAMB3;ITGB4;ITGA6;LAMC2;PLEC,Reactome_2022,LUAD_down_targets
Synthesis Of Bile Acids And Bile Salts R-HSA-192105,0.2299483183989849,0.1400236864382125,1.5616150374080258,3.070047216257512,22/34,NCOA1;OSBPL9;HSD3B7;ACOT8;OSBPL7;PTGIS;OSBPL3;AKR1D1;OSBPL2;AKR1C3;NR1H4;HSD17B4;BAAT;CYP7B1;CYP7A1;CYP8B1;CYP39A1;RXRA;AMACR;OSBP;OSBPL1A;SLC27A2,Reactome_2022,LUAD_down_targets
Heparan Sulfate/Heparin (HS-GAG) Metabolism R-HSA-1638091,0.2340050711329064,0.1426230576954559,1.405663355305914,2.737599792946698,33/53,HS3ST3A1;SDC4;NCAN;SDC2;SDC3;XYLT2;XYLT1;HS6ST1;HS2ST1;HS6ST3;SGSH;NDST1;NDST4;GPC1;NDST3;IDS;GPC5;GPC4;HS3ST3B1;GLCE;B3GAT2;B3GAT1;HS3ST1;EXT1;BCAN;VCAN;GLB1L;GLB1;CSPG5;SDC1;HPSE;AGRN;B4GALT7,Reactome_2022,LUAD_down_targets
Recruitment And ATM-mediated Phosphorylation Of Repair And Signal Proteins At DNA Double Strand Breaks R-HSA-5693565,0.2365639107565616,0.1443131193032306,1.370536381293889,2.653043074411478,37/60,MDC1;MRE11;UBXN1;RNF8;BRCA1;BRCC3;BABAM1;MAPK8;HERC2;KAT5;SUMO1;UBB;CHEK2;NSD2;UBC;ABL1;APBB1;RPS27A;PIAS4;KDM4A;KDM4B;UBE2I;EYA1;EYA3;EYA4;SMARCA5;BAZ1B;RNF168;PPP5C;RAD50;ARTN;CNKSR3;UBE2V2;UBE2N;ATM;TP53;UBA52,Reactome_2022,LUAD_down_targets
Budding And Maturation Of HIV Virion R-HSA-162588,0.2376674925696842,0.1451174375480642,1.6183031988873435,3.123668173604687,19/29,TSG101;PDCD6IP;SGIP1;VPS4B;VTA1;VPS4A;NEDD4L;VPS37D;VPS37A;VPS37B;UBB;UBC;CHMP2B;CHMP2A;CHMP4B;RPS27A;PPIA;RNF103-CHMP3;UBA52,Reactome_2022,LUAD_down_targets
"Synthesis Of IP2, IP, And Ins In Cytosol R-HSA-1855183",0.2425658009550056,0.1492493198092967,2.1289605336297943,4.049574781626949,10/14,INPP4A;MIOX;INPP4B;INPP5A;IMPA1;SYNJ1;IMPA2;MTMR9;OCRL;MTMR7,Reactome_2022,LUAD_down_targets
TP53 Regulates Transcription Of Additional Cell Death Genes With Uncertain Roles In P53-Dependent Apoptosis R-HSA-6803205,0.2425658009550056,0.1492493198092967,2.1289605336297943,4.049574781626949,10/14,PPP1R13B;BCL6;PERP;TP53BP2;BIRC5;RABGGTB;NDRG1;TP53;TP63;TP73,Reactome_2022,LUAD_down_targets
Collagen Formation R-HSA-1474290,0.2425658009550056,0.1502978675842381,1.278139534883721,2.4222484629334646,54/90,COL18A1;COL16A1;COL14A1;ITGB4;COL12A1;PLOD3;LAMC2;PLOD2;PLOD1;CTSS;LOXL1;LOXL2;ADAMTS2;COL10A1;COLGALT1;CTSB;COL27A1;MMP7;DST;COL23A1;P3H2;P3H1;P3H3;MMP9;MMP13;COL4A2;LOX;COL4A1;COL4A4;COL6A2;COL4A3;COL6A1;PXDN;COL4A5;COL8A1;ITGA6;PPIB;PLEC;CD151;COL19A1;SERPINH1;CRTAP;LAMB3;COL1A1;COL3A1;BMP1;COL1A2;COL5A1;P4HA1;P4HA2;COL5A2;TLL1;COL9A2;P4HB,Reactome_2022,LUAD_down_targets
Biosynthesis Of Specialized Proresolving Mediators (SPMs) R-HSA-9018678,0.2425658009550056,0.1514609006514357,1.845210514935285,3.4827015652631466,13/19,GSTM4;HPGD;EPHX2;ALOX12;PTGS2;CYP2C9;CYP2C8;ALOX5;ALOX5AP;CYP1A2;CYP1A1;CYP2E1;LTA4H,Reactome_2022,LUAD_down_targets
Processive Synthesis On C-strand Of Telomere R-HSA-174414,0.2425658009550056,0.1514609006514357,1.845210514935285,3.4827015652631466,13/19,ACD;FEN1;PCNA;TERF1;TERF2;POLD3;WRN;POLD1;POLR1B;LRIG1;POT1;TERF2IP;DNA2,Reactome_2022,LUAD_down_targets
Ras Activation Upon Ca2+ Influx Thru NMDA Receptor R-HSA-442982,0.2425658009550056,0.1514609006514357,1.845210514935285,3.4827015652631466,13/19,CAMK2B;MPP2;CAMK2D;ACTN2;CAMK2A;GRIN2B;GRIN2D;NRAS;GPRIN1;CALM1;CAMK2G;HRAS;LLGL1,Reactome_2022,LUAD_down_targets
Translesion Synthesis By POLH R-HSA-110320,0.2425658009550056,0.1514609006514357,1.845210514935285,3.4827015652631466,13/19,RFC5;VCP;PCNA;RFC2;NPLOC4;UBB;POLR1B;UBC;SPRTN;UFD1;RPS27A;UBA52;SLC19A1,Reactome_2022,LUAD_down_targets
Activated NTRK3 Signals Thru PI3K R-HSA-9603381,0.2425658009550056,0.1517206940336328,4.257338642466895,8.028123028622703,5/6,PIK3CA;IRS1;SRC;NTRK3;PIK3R1,Reactome_2022,LUAD_down_targets
Alpha-oxidation Of Phytanate R-HSA-389599,0.2425658009550056,0.1517206940336328,4.257338642466895,8.028123028622703,5/6,ALDH3A2;KRTAP11-1;PECR;SLC25A17;SLC27A2,Reactome_2022,LUAD_down_targets
Binding And Entry Of HIV Virion R-HSA-173107,0.2425658009550056,0.1517206940336328,4.257338642466895,8.028123028622703,5/6,CD4;SGIP1;CXCR4;CCR5;PPIA,Reactome_2022,LUAD_down_targets
Cobalamin (Cbl) Metabolism R-HSA-9759218,0.2425658009550056,0.1517206940336328,4.257338642466895,8.028123028622703,5/6,MTRR;MMAB;MTR;MMACHC;MMADHC,Reactome_2022,LUAD_down_targets
Entry Of Influenza Virion Into Host Cell Via Endocytosis R-HSA-168275,0.2425658009550056,0.1517206940336328,4.257338642466895,8.028123028622703,5/6,BLOC1S6;PBRM1;CLTC;CLTA;GNL3,Reactome_2022,LUAD_down_targets
MET Activates PI3K/AKT Signaling R-HSA-8851907,0.2425658009550056,0.1517206940336328,4.257338642466895,8.028123028622703,5/6,PIK3CA;RNMT;GRB2;PIK3R1;SOS1,Reactome_2022,LUAD_down_targets
NADE Modulates Death Signaling R-HSA-205025,0.2425658009550056,0.1517206940336328,4.257338642466895,8.028123028622703,5/6,YWHAE;BEX3;NGFR;CASP3;CASP2,Reactome_2022,LUAD_down_targets
Negative Feedback Regulation Of MAPK Pathway R-HSA-5674499,0.2425658009550056,0.1517206940336328,4.257338642466895,8.028123028622703,5/6,MAP2K1;MAP2K2;MAPK1;BRAF;MAPK3,Reactome_2022,LUAD_down_targets
PTK6 Promotes HIF1A Stabilization R-HSA-8857538,0.2425658009550056,0.1517206940336328,4.257338642466895,8.028123028622703,5/6,LRRK2;PTK6;HIF1A;EGFR;HBEGF,Reactome_2022,LUAD_down_targets
Pre-NOTCH Processing In Endoplasmic Reticulum R-HSA-1912399,0.2425658009550056,0.1517206940336328,4.257338642466895,8.028123028622703,5/6,NOTCH2;NOTCH3;NOTCH1;POFUT1;NOTCH4,Reactome_2022,LUAD_down_targets
Protein Repair R-HSA-5676934,0.2425658009550056,0.1517206940336328,4.257338642466895,8.028123028622703,5/6,PCMT1;MSRB2;MSRB3;MSRB1;TXN2,Reactome_2022,LUAD_down_targets
RAS Signaling Downstream Of NF1 Loss-Of-Function Variants R-HSA-6802953,0.2425658009550056,0.1517206940336328,4.257338642466895,8.028123028622703,5/6,SPRED2;NRAS;SPRED1;NF1;HRAS,Reactome_2022,LUAD_down_targets
RUNX1 Regulates Transcription Of Genes Involved In BCR Signaling R-HSA-8939245,0.2425658009550056,0.1517206940336328,4.257338642466895,8.028123028622703,5/6,ELF2;ELOF1;CBFB;PAX5;RUNX1,Reactome_2022,LUAD_down_targets
RUNX1 Regulates Transcription Of Genes Involved In WNT Signaling R-HSA-8939256,0.2425658009550056,0.1517206940336328,4.257338642466895,8.028123028622703,5/6,CBFB;AXIN1;ESR1;FOXP3;RUNX1,Reactome_2022,LUAD_down_targets
RUNX3 Regulates Immune Response And Cell Migration R-HSA-8949275,0.2425658009550056,0.1517206940336328,4.257338642466895,8.028123028622703,5/6,CBFB;ITGA4;CXXC1;RORC;RUNX3,Reactome_2022,LUAD_down_targets
"SUMO Is Transferred From E1 To E2 (UBE2I, UBC9) R-HSA-3065678",0.2425658009550056,0.1517206940336328,4.257338642466895,8.028123028622703,5/6,UBE2I;SUMO1;SUMO2;UBA2;SAE1,Reactome_2022,LUAD_down_targets
Scavenging By Class F Receptors R-HSA-3000484,0.2425658009550056,0.1517206940336328,4.257338642466895,8.028123028622703,5/6,HSP90AA1;HSPH1;HYOU1;CALR;SCARF1,Reactome_2022,LUAD_down_targets
Suppression Of Apoptosis R-HSA-9635465,0.2425658009550056,0.1517206940336328,4.257338642466895,8.028123028622703,5/6,GSK3A;RNF213;MAPK1;TRIM27;MAPK3,Reactome_2022,LUAD_down_targets
Virus Assembly And Release R-HSA-168268,0.2425658009550056,0.1517206940336328,4.257338642466895,8.028123028622703,5/6,BLOC1S6;PBRM1;CANX;CALR;GNL3,Reactome_2022,LUAD_down_targets
Vitamins R-HSA-211916,0.2425658009550056,0.1517206940336328,4.257338642466895,8.028123028622703,5/6,CYP26A1;CYP27B1;CYP26B1;CYP24A1;CYP2R1,Reactome_2022,LUAD_down_targets
G Alpha (12/13) Signaling Events R-HSA-416482,0.2554854135952301,0.1602504797264973,1.291747009449211,2.3652109788806994,47/78,TRIO;ARHGEF26;ROCK1;ROCK2;ITSN1;ARHGEF10L;GNA13;AKAP13;PREX1;FGD4;GNG2;GNG5;GNG4;TBXA2R;GNG7;GNA12;ECT2;ARHGEF11;VAV3;ARHGEF33;ARHGEF10;PRPF38B;ARHGEF12;PLEKHG2;ARHGEF17;PLEKHG5;ARHGEF39;ARHGEF18;RHOC;GNG12;RHOA;RHOB;VAV2;TIAM1;ARHGEF9;OBSCN;GNB2;GNB1;ARHGEF3;BTK;GNB4;ARHGEF1;GNB5;ARHGEF7;SOS1;SOS2;ARHGEF6,Reactome_2022,LUAD_down_targets
"Glutamate Binding, Activation Of AMPA Receptors And Synaptic Plasticity R-HSA-399721",0.2554854135952301,0.1603653616499569,1.5485905044510386,2.8343860623714834,20/31,CAMK2B;NSF;GRIA2;CAMK2D;PRKCB;CAMK2A;AP2A1;PRKCA;AKAP5;AP2B1;AP2A2;CACNG8;EPB41L1;MYO6;AP2S1;MDM2;CACNG2;CAMK2G;AP2M1;LLGL1,Reactome_2022,LUAD_down_targets
Sealing Of Nuclear Envelope (NE) By ESCRT-III R-HSA-9668328,0.2554854135952301,0.1603653616499569,1.5485905044510386,2.8343860623714834,20/31,TUBAL3;IST1;TUBB;VPS4A;TUBB4B;LEMD2;TUBB4A;TUBA1C;TUBA1B;TUBB2B;SPAST;TUBA1A;TUBB2A;TUBB3;CHMP2B;CHMP2A;CHMP4B;RNF103-CHMP3;CC2D1B;TUBA8,Reactome_2022,LUAD_down_targets
Transferrin Endocytosis And Recycling R-HSA-917977,0.2554854135952301,0.1603653616499569,1.5485905044510386,2.8343860623714834,20/31,ATP6V1A;STEAP3;ATP6V1G1;ATP6V0E1;TFRC;ATP6AP1;HFE;TF;ATP6V0A2;ATP6V1B2;ATP6V1H;ATP6V0E2;ATP6V1E1;ATP6V1G3;ATP6V0D1;STEAP2;ATP6V1C1;ATP6V0A1;ATP6V1C2;ATP6V1F,Reactome_2022,LUAD_down_targets
Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090,0.2576274622429532,0.1618520019275916,1.3552790416937506,2.4680619749584074,35/57,COL18A1;CD151;ITGB4;LAMC2;CTSS;LOXL1;LOXL2;COL10A1;CTSB;COL27A1;MMP7;DST;LAMB3;MMP9;COL1A1;COL3A1;MMP13;BMP1;COL1A2;COL4A2;LOX;COL5A1;COL4A1;COL4A4;COL6A2;COL4A3;COL6A1;PXDN;COL5A2;COL4A5;COL8A1;ITGA6;TLL1;COL9A2;PLEC,Reactome_2022,LUAD_down_targets
GAG Synthesis Requires Tetrasaccharide Linker Sequence R-HSA-1971475,0.2654408004107187,0.1670534767063597,1.608716253103015,2.8787033001085653,17/26,SDC4;NCAN;SDC2;B3GAT2;SDC3;B3GAT1;XYLT2;XYLT1;BCAN;VCAN;GPC1;CSPG5;SDC1;GPC5;GPC4;AGRN;B4GALT7,Reactome_2022,LUAD_down_targets
Platelet Calcium Homeostasis R-HSA-418360,0.2654408004107187,0.1670534767063597,1.608716253103015,2.8787033001085653,17/26,TRPC6;TRPC3;ITPR1;ATP2B4;ATP2A2;ITPR2;ITPR3;SRI;ATP2B1;SLC8A1;P2RX7;SLC8A3;P2RX3;STIM1;ORAI2;ORAI1;CALM1,Reactome_2022,LUAD_down_targets
GABA Receptor Activation R-HSA-977443,0.2721017238527337,0.1713955701267633,1.333371018799664,2.3517746267635578,36/59,GABRB3;GABRB2;GABRB1;GNAI3;ADCY1;GNAI1;ADCY5;GNAI2;GNG2;GNG5;GNG4;GNG7;UBD;NPTN;KCNJ2;KCNJ3;GABRA2;GABBR2;KCNJ5;KCNJ6;KCNJ10;KCNJ12;KCNJ9;GABRA4;GABRA3;KCNJ15;KCNJ16;GNG12;GABRG2;ARHGEF9;ADCY9;GNAL;GNB2;GNB1;GNB4;GNB5,Reactome_2022,LUAD_down_targets
Azathioprine ADME R-HSA-9748787,0.2734038797611892,0.1728189995622298,1.7032437442075996,2.9900622386690223,14/21,VAV3;ABCC4;TPMT;ABCC5;GMPS;NME2;RNASE1;VAV2;GUK1;IMPDH2;HPRT1;SLC28A2;SLC29A1;SLC29A2,Reactome_2022,LUAD_down_targets
Negative Regulation Of NMDA Receptor-Mediated Neuronal Transmission R-HSA-9617324,0.2734038797611892,0.1728189995622298,1.7032437442075996,2.9900622386690223,14/21,CAMK2B;MPP2;CAMK2D;ACTN2;CAMK2A;GRIN2B;PPM1F;GRIN2D;GRIN2A;CAMK4;GPRIN1;CALM1;CAMK2G;LLGL1,Reactome_2022,LUAD_down_targets
Nitric Oxide Stimulates Guanylate Cyclase R-HSA-392154,0.2734038797611892,0.1728189995622298,1.7032437442075996,2.9900622386690223,14/21,NANOS1;GUCY1A2;NANOS2;PDE1B;PDE1A;PDE2A;ITPR1;PDE11A;PDE10A;KCNMB1;KCNMA1;KCNMB3;KCNMB4;PRKG2,Reactome_2022,LUAD_down_targets
ZBP1(DAI) Mediated Induction Of Type I IFNs R-HSA-1606322,0.2734038797611892,0.1728189995622298,1.7032437442075996,2.9900622386690223,14/21,CHUK;DHX9;DTX4;TICAM1;NFKB1;RELA;NFKB2;IKBKB;NFKBIA;TBK1;NKIRAS2;IKBKG;MYD88;TLR3,Reactome_2022,LUAD_down_targets
Aspartate And Asparagine Metabolism R-HSA-8963693,0.2735092731960669,0.1736399191663944,2.270717549709769,3.975507693370653,8/11,GOLT1A;GOT2;GADL1;ASNS;NAT8L;SLC25A12;ASPA;SLC25A13,Reactome_2022,LUAD_down_targets
Biotin Transport And Metabolism R-HSA-196780,0.2735092731960669,0.1736399191663944,2.270717549709769,3.975507693370653,8/11,MCCC2;SLC5A6;PCCA;HLCS;PDZD11;PCCB;ACACB;ACACA,Reactome_2022,LUAD_down_targets
Carnitine Metabolism R-HSA-200425,0.2735092731960669,0.1736399191663944,2.270717549709769,3.975507693370653,8/11,CPT1A;PRKAB2;PRKAA2;RXRA;SLC22A5;CPT2;MID1IP1;PPARD,Reactome_2022,LUAD_down_targets
DSCAM Interactions R-HSA-376172,0.2735092731960669,0.1736399191663944,2.270717549709769,3.975507693370653,8/11,MAPK11;MAPK8;DCC;PKN1;MAPK14;NTN1;RNASE1;MAPK13,Reactome_2022,LUAD_down_targets
Interleukin-27 Signaling R-HSA-9020956,0.2735092731960669,0.1736399191663944,2.270717549709769,3.975507693370653,8/11,STAT1;CANX;EBI3;STAT3;IL6ST;JAK2;IL27RA;JAK1,Reactome_2022,LUAD_down_targets
FGFR2 Mutant Receptor Activation R-HSA-1839126,0.2758358797921977,0.1752691304581421,1.4904942965779469,2.5955953552917226,21/33,NCBP1;NCBP2;FGF1;GTF2F1;FGF5;FGF7;FGF9;POLR2A;POLR2B;POLR2C;POLR2D;FGF20;POLR2E;POLR2F;POLR2H;POLR2I;FGF22;POLR2K;FGFR2;POLR2L;FGF10,Reactome_2022,LUAD_down_targets
Translesion Synthesis By REV1 R-HSA-110312,0.2771448436816995,0.1762537257391062,1.8734550171407396,3.252000731138946,11/16,RFC5;PCNA;UBB;RFC2;POLR1B;UBC;REV1;REV3L;RPS27A;UBA52;SLC19A1,Reactome_2022,LUAD_down_targets
Glutamate Neurotransmitter Release Cycle R-HSA-210500,0.3031627104545987,0.1931345452703042,1.5967652238390957,2.6256699684494538,15/23,UNC13B;SNAP25;RAB3A;SYT1;GLS2;STXBP1;SLC1A1;SLC1A2;SLC1A7;ARL6IP5;PPFIA1;PPFIA4;SLC38A2;STX1A;VAMP2,Reactome_2022,LUAD_down_targets
Post-chaperonin Tubulin Folding Pathway R-HSA-389977,0.3031627104545987,0.1931345452703042,1.5967652238390957,2.6256699684494538,15/23,TUBAL3;TUBB;TBCD;ARL2;TBCB;TBCA;TUBB4B;TUBB4A;TUBA1C;TUBA1B;TUBB2B;TUBA1A;TUBB2A;TUBB3;TUBA8,Reactome_2022,LUAD_down_targets
Protein-protein Interactions At Synapses R-HSA-6794362,0.3107129191458341,0.198115904320234,1.23057208994709,1.9921769025206904,52/88,IL1RAP;PTPRF;GRM5;SIPA1L1;LRRTM4;LRRTM1;LRRTM2;PPFIA1;FLOT2;DLGAP3;DLGAP2;PPFIA4;DLGAP4;DBNL;CASK;GPRIN1;SHANK3;LLGL1;SHANK2;STX1A;RTN3;NLGN1;NLGN2;EPB41;NRXN1;STXBP1;NRXN3;LIN7C;GRIN2A;EPB41L1;EPB41L2;SLITRK4;EPB41L3;SLITRK3;SLITRK5;PDLIM5;MPP2;NLGN4X;SYT2;HOMER1;SYT1;NTRK3;SYT9;GRIN2B;SYT7;GRIN2D;PTPRD;PPFIBP1;SYT12;LRFN1;APBA1;APBA2,Reactome_2022,LUAD_down_targets
HS-GAG Biosynthesis R-HSA-2022928,0.3141257286389835,0.200811759234739,1.4710245711636531,2.3615642100670726,19/30,HS3ST3B1;HS3ST3A1;SDC4;SDC2;GLCE;SDC3;HS6ST1;HS3ST1;HS2ST1;HS6ST3;EXT1;NDST1;GPC1;NDST4;NDST3;SDC1;GPC5;GPC4;AGRN,Reactome_2022,LUAD_down_targets
RNA Polymerase I Transcription Termination R-HSA-73863,0.3141257286389835,0.200811759234739,1.4710245711636531,2.3615642100670726,19/30,TBP;CAVIN1;GTF2H1;GTF2H2;TTF1;GTF2H3;GTF2H5;TAF1D;CDK7;TAF1B;ERCC3;POLR1B;POLR2E;UBTF;POLR1D;POLR2F;POLR2H;POLR2K;POLR2L,Reactome_2022,LUAD_down_targets
Translation Of Structural Proteins R-HSA-9683701,0.3141257286389835,0.200811759234739,1.4710245711636531,2.3615642100670726,19/30,GSK3B;PARP6;GSK3A;ST6GAL1;UBE2I;PRKCSH;MOGAT1;GALNT1;PARP16;HOXC13;PARP10;GANAB;SUMO1;UBB;UBC;CANX;RPS27A;UBA52;ST3GAL2,Reactome_2022,LUAD_down_targets
Assembly Of HIV Virion R-HSA-175474,0.3143123955877346,0.2012778219952343,1.7031134173461824,2.730208537934101,12/18,TSG101;UBB;SGIP1;UBC;VPS37D;NMT2;FURIN;VPS37A;VPS37B;RPS27A;PPIA;UBA52,Reactome_2022,LUAD_down_targets
Pre-NOTCH Processing In Golgi R-HSA-1912420,0.3143123955877346,0.2012778219952343,1.7031134173461824,2.730208537934101,12/18,NOTCH2;LFNG;NOTCH3;B4GALT1;NOTCH1;NOTCH4;SEL1L;ATP2A2;TMED2;FURIN;ST3GAL6;RAB6A,Reactome_2022,LUAD_down_targets
2-LTR Circle Formation R-HSA-164843,0.3150842538411455,0.2036838088813141,2.554361918873865,4.064466058451449,6/8,XRCC6;SGIP1;XRCC5;HMGA1;LIG4;PSIP1,Reactome_2022,LUAD_down_targets
AMPK Inhibits chREBP Transcriptional Activity R-HSA-163680,0.3150842538411455,0.2036838088813141,2.554361918873865,4.064466058451449,6/8,MLXIPL;PRKAB2;STK11;PRKAA2;ADIPOQ;ADIPOR2,Reactome_2022,LUAD_down_targets
Biosynthesis Of Maresins R-HSA-9018682,0.3150842538411455,0.2036838088813141,2.554361918873865,4.064466058451449,6/8,CYP2C9;CYP2C8;ALOX5;EPHX2;CYP1A2;CYP2E1,Reactome_2022,LUAD_down_targets
Coenzyme A Biosynthesis R-HSA-196783,0.3150842538411455,0.2036838088813141,2.554361918873865,4.064466058451449,6/8,SLC25A16;PANK2;PANK3;PANK1;PPCS;COASY,Reactome_2022,LUAD_down_targets
