Term,Adjusted P-value,P-value,Odds Ratio,Combined Score,Overlap,Genes,library,set_label
Type I diabetes mellitus,0.1063763929494307,0.0044661844368081,5.099339484168588,27.593652027970126,5/43,IFNG;PRF1;GZMB;FASLG;HLA-G,KEGG_2021_Human,PBMC_up
TGF-beta signaling pathway,0.2169701962073219,0.0099375662385032,3.1228045977011494,14.400604591329362,7/94,SMAD1;TGFB2;IFNG;BAMBI;LTBP1;INHBC;INHBE,KEGG_2021_Human,PBMC_up
Autoimmune thyroid disease,0.218440763091758,0.0108386638175299,4.034902058432935,18.256461313050668,5/53,PRF1;GZMB;FASLG;HLA-G;IFNA10,KEGG_2021_Human,PBMC_up
Ras signaling pathway,0.2741809583180201,0.0156606032438827,2.1237465564738294,8.8275799469414,12/232,NTRK2;FGF7;PLA2G4F;MRAS;BDNF;PDGFD;KIT;IGF2;GNB3;FASLG;PLA2G6;PAK5,KEGG_2021_Human,PBMC_up
Osteoclast differentiation,0.2741809583180201,0.0156973831098103,2.610127818662535,10.843152884436154,8/127,TGFB2;SPI1;SOCS1;IFNG;IFNB1;PPARG;NOX1;FOSL2,KEGG_2021_Human,PBMC_up
Pyruvate metabolism,0.4381764436708778,0.0308711803120386,3.597022516066392,12.510200455331251,4/47,LDHC;PKM;ADH1C;LDHAL6A,KEGG_2021_Human,PBMC_up
Rheumatoid arthritis,0.4381764436708778,0.030897884771633,2.671346961249914,9.288453837530408,6/93,CXCL6;TGFB2;IFNG;CCL3L3;ATP6V0A4;ATP6V0D2,KEGG_2021_Human,PBMC_up
Central carbon metabolism in cancer,0.4381764436708778,0.0323339565375671,2.9770150168556544,10.21603581908239,5/70,LDHC;PKM;KIT;ERBB2;LDHAL6A,KEGG_2021_Human,PBMC_up
Phototransduction,0.4381764436708778,0.0331741476127047,4.635238095238095,15.787548609096948,3/28,GNAT2;GRK7;GNAT1,KEGG_2021_Human,PBMC_up
Adherens junction,0.4381764436708778,0.0340870718441665,2.9317578172159844,9.905932055761854,5/71,TJP1;YES1;ERBB2;CTNNA3;CTNNA2,KEGG_2021_Human,PBMC_up
Cell adhesion molecules,0.4381764436708778,0.0351210126606428,2.2162038362439165,7.421968417293732,8/148,IGSF11;NLGN2;CLDN8;ITGB8;NCAM1;LRRC4C;HLA-G;JAM2,KEGG_2021_Human,PBMC_up
Amoebiasis,0.5190582620314789,0.0453097403700324,2.4197854291417165,7.487380533684825,6/102,TGFB2;GNAL;IFNG;C9;FN1;CD1B,KEGG_2021_Human,PBMC_up
Cellular senescence,0.5190582620314789,0.0455661833081069,2.095542436223799,6.472270222198028,8/156,TGFB2;MRAS;CDKN2A;HUS1;MYBL2;FOXM1;HLA-G;KIR2DL4,KEGG_2021_Human,PBMC_up
JAK-STAT signaling pathway,0.5917420536956157,0.0546129403961732,2.013273299846446,5.853560753953631,8/162,IFNL2;SOCS1;IFNG;IFNB1;IL9;IL2RG;PRLR;IFNA10,KEGG_2021_Human,PBMC_up
Chemokine signaling pathway,0.5917420536956157,0.0564639364213373,1.9069721508986768,5.480929991685826,9/192,CX3CR1;CXCL6;CCL21;CCL3L3;GRK7;CCL4;GNB3;ARRB2;PF4,KEGG_2021_Human,PBMC_up
Human cytomegalovirus infection,0.619528385124715,0.0614799160810785,1.804127088110056,5.031791138849544,10/225,ARHGEF11;CDKN2A;IFNB1;CCL3L3;CCL4;GNB3;FASLG;HLA-G;IFNA10;CREB5,KEGG_2021_Human,PBMC_up
Arachidonic acid metabolism,0.6679938076861086,0.0688390565172707,2.711590108471975,7.256171780557724,4/61,PLA2G4F;GPX5;AKR1C3;PLA2G6,KEGG_2021_Human,PBMC_up
Gap junction,0.6723235303489059,0.0729102589601651,2.3292372677962847,6.099168167454576,5/88,TJP1;TUBB2B;TUBB3;PDGFD;TUBB4A,KEGG_2021_Human,PBMC_up
Viral carcinogenesis,0.6723235303489059,0.0744174900004514,1.797820146565644,4.670852312061766,9/203,VAC14;GSN;DDX3X;PKM;CDKN2A;HLA-G;ATP6V0D2;HDAC9;CREB5,KEGG_2021_Human,PBMC_up
Human papillomavirus infection,0.6894346234697604,0.0800728144843901,1.5868090036411784,4.006405326931126,13/331,TNXB;IFNB1;FN1;FASLG;PPP2R3A;HLA-G;PKM;HEY2;ITGB8;ATP6V0A4;ATP6V0D2;IFNA10;CREB5,KEGG_2021_Human,PBMC_up
Inflammatory bowel disease,0.6894346234697604,0.0827043008495396,2.533259459635629,6.314107842282598,4/65,TGFB2;IFNG;TBX21;IL2RG,KEGG_2021_Human,PBMC_up
Pathways in cancer,0.6894346234697604,0.0842057555382913,1.443387391137295,3.5716505587773826,19/531,ARHGEF11;TGFB2;SPI1;CDKN2A;HHIP;FN1;IGF2;FASLG;IL2RG;FGF7;IFNG;HEY2;KIT;ERBB2;GNB3;PPARG;CTNNA3;CTNNA2;IFNA10,KEGG_2021_Human,PBMC_up
Glycolysis / Gluconeogenesis,0.6987201184282092,0.0901126303694085,2.4525860708763294,5.902626492853264,4/67,LDHC;PKM;ADH1C;LDHAL6A,KEGG_2021_Human,PBMC_up
IL-17 signaling pathway,0.6987201184282092,0.0906736031548057,2.1715385648417564,5.212754435582673,5/94,CXCL6;IFNG;IL17RC;S100A9;MAPK15,KEGG_2021_Human,PBMC_up
Epithelial cell signaling in Helicobacter pylori infection,0.7620194561897331,0.1017964922390864,2.3407434182782096,5.348082887776372,4/70,TJP1;ATP6V0A4;ATP6V0D2;JAM2,KEGG_2021_Human,PBMC_up
Glycosphingolipid biosynthesis,0.7670438469928019,0.1053953377547361,2.756660997732426,6.202588904158041,3/45,FUT5;B3GALT1;FUT2,KEGG_2021_Human,PBMC_up
Transcriptional misregulation in cancer,0.8103675285412818,0.116132823783879,1.6824082948505708,3.62225990200386,8/192,SMAD1;SPI1;SPINT1;BCL11B;EYA1;DEFA5;GZMB;PPARG,KEGG_2021_Human,PBMC_up
Hippo signaling pathway,0.8103675285412818,0.1213492287234312,1.7353717948717948,3.6600426351990167,7/163,YAP1;SMAD1;TGFB2;DLG5;RASSF6;CTNNA3;CTNNA2,KEGG_2021_Human,PBMC_up
alpha-Linolenic acid metabolism,0.8103675285412818,0.1314314316040151,3.352561343090831,6.803252143373182,2/25,PLA2G4F;PLA2G6,KEGG_2021_Human,PBMC_up
Arrhythmogenic right ventricular cardiomyopathy,0.8103675285412818,0.1315544921782616,2.115526021950489,4.290993620556487,4/77,ITGB8;CTNNA3;CTNNA2;DSC2,KEGG_2021_Human,PBMC_up
Vibrio cholerae infection,0.8103675285412818,0.1330975986634508,2.4627659574468086,4.966592615121067,3/50,TJP1;ATP6V0A4;ATP6V0D2,KEGG_2021_Human,PBMC_up
Glucagon signaling pathway,0.8103675285412818,0.1359270977465221,1.8935044137176784,3.778746677995228,5/107,LDHC;PKM;PHKB;LDHAL6A;CREB5,KEGG_2021_Human,PBMC_up
Th17 cell differentiation,0.8103675285412818,0.1359270977465221,1.8935044137176784,3.778746677995228,5/107,IFNG;TBX21;IL1RAP;CD3E;IL2RG,KEGG_2021_Human,PBMC_up
Folate biosynthesis,0.8103675285412818,0.1401073389481349,3.212706270627063,6.314080842569172,2/26,AKR1C3;ALPI,KEGG_2021_Human,PBMC_up
Maturity onset diabetes of the young,0.8103675285412818,0.1401073389481349,3.212706270627063,6.314080842569172,2/26,HNF4G;NEUROG3,KEGG_2021_Human,PBMC_up
Measles,0.8103675285412818,0.1422782683698433,1.743280356580073,3.399345273016771,6/139,IFNB1;FASLG;CD3E;IL2RG;HSPA1B;IFNA10,KEGG_2021_Human,PBMC_up
Collecting duct acid secretion,0.8300503231644321,0.1489021572088866,3.084039603960396,5.873448111223814,2/27,ATP6V0A4;ATP6V0D2,KEGG_2021_Human,PBMC_up
Linoleic acid metabolism,0.866599338549456,0.1668027535444526,2.855298863219655,5.113678314711304,2/29,PLA2G4F;PLA2G6,KEGG_2021_Human,PBMC_up
ErbB signaling pathway,0.866599338549456,0.1693401495434965,1.9057997692855213,3.3844066448964747,4/85,ERBB2;NRG1;PAK5;EREG,KEGG_2021_Human,PBMC_up
Taste transduction,0.866599338549456,0.1743102359967417,1.882461329583475,3.288506713941402,4/86,ENTPD2;P2RX3;SCN9A;GNB3,KEGG_2021_Human,PBMC_up
Endometrial cancer,0.866599338549456,0.1818149061043183,2.1036796536796536,3.586281777421935,3/58,ERBB2;CTNNA3;CTNNA2,KEGG_2021_Human,PBMC_up
ECM-receptor interaction,0.866599338549456,0.184397491836262,1.8374514815866705,3.106508606121201,4/88,TNXB;FN1;ITGB8;DSPP,KEGG_2021_Human,PBMC_up
Phagosome,0.866599338549456,0.1894581297783495,1.5869904027561317,2.640096968015885,6/152,TUBB2B;TUBB3;ATP6V0A4;HLA-G;ATP6V0D2;TUBB4A,KEGG_2021_Human,PBMC_up
Human T-cell leukemia virus 1 infection,0.866599338549456,0.1935643915129365,1.4650723247442752,2.405861264787278,8/219,VAC14;TGFB2;SPI1;CDKN2A;CD3E;IL2RG;HLA-G;CREB5,KEGG_2021_Human,PBMC_up
Th1 and Th2 cell differentiation,0.866599338549456,0.2051148482158672,1.7535694921380809,2.7779788743491447,4/92,IFNG;TBX21;CD3E;IL2RG,KEGG_2021_Human,PBMC_up
Propanoate metabolism,0.866599338549456,0.2128852605843656,2.408539603960396,3.726015442583599,2/34,LDHC;LDHAL6A,KEGG_2021_Human,PBMC_up
Cytosolic DNA-sensing pathway,0.866599338549456,0.2143402526723215,1.927876984126984,2.969297933449928,3/63,IFNB1;CCL4;IFNA10,KEGG_2021_Human,PBMC_up
Lysine degradation,0.866599338549456,0.2143402526723215,1.927876984126984,2.969297933449928,3/63,COLGALT2;AADAT;PRDM16,KEGG_2021_Human,PBMC_up
Hepatitis B,0.866599338549456,0.2292956928497232,1.4844925533548288,2.186275828276916,6/162,TGFB2;DDX3X;IFNB1;FASLG;IFNA10;CREB5,KEGG_2021_Human,PBMC_up
DNA replication,0.866599338549456,0.2316569342104397,2.2666278392545136,3.31493807775717,2/36,PRIM2;RNASEH2C,KEGG_2021_Human,PBMC_up
Prostate cancer,0.866599338549456,0.2318947357434898,1.6588640201799951,2.4243828785705293,4/97,SPINT1;PDGFD;ERBB2;CREB5,KEGG_2021_Human,PBMC_up
Pathogenic Escherichia coli infection,0.866599338549456,0.234270840911427,1.4223263157894737,2.06419002778622,7/197,TJP1;ARHGEF11;TUBB2B;TUBB3;CLDN8;FASLG;TUBB4A,KEGG_2021_Human,PBMC_up
Choline metabolism in cancer,0.866599338549456,0.2373521874457844,1.641131931813375,2.360292713269964,4/98,SLC22A3;SLC44A3;PLA2G4F;PDGFD,KEGG_2021_Human,PBMC_up
Inflammatory mediator regulation of TRP channels,0.866599338549456,0.2373521874457844,1.641131931813375,2.360292713269964,4/98,PLA2G4F;ASIC5;IL1RAP;PLA2G6,KEGG_2021_Human,PBMC_up
African trypanosomiasis,0.866599338549456,0.241082580403633,2.2017538896746816,3.132249754268448,2/37,IFNG;FASLG,KEGG_2021_Human,PBMC_up
Hematopoietic cell lineage,0.866599338549456,0.2428396933532896,1.6237731505702626,2.298213420200366,4/99,MME;KIT;CD3E;CD1B,KEGG_2021_Human,PBMC_up
Dopaminergic synapse,0.866599338549456,0.2438847302890383,1.5188066631113342,2.143126695433426,5/132,GNAL;GNB3;ARRB2;PPP2R3A;CREB5,KEGG_2021_Human,PBMC_up
AGE-RAGE signaling pathway in diabetic complications,0.866599338549456,0.2483556522780075,1.6067760106030484,2.238067826361035,4/100,TGFB2;FN1;NOX4;NOX1,KEGG_2021_Human,PBMC_up
Focal adhesion,0.866599338549456,0.2494296469431255,1.3927113402061857,1.933888856219529,7/201,TNXB;PDGFD;ERBB2;FN1;ITGB8;PARVA;PAK5,KEGG_2021_Human,PBMC_up
Primary immunodeficiency,0.866599338549456,0.2505249883341287,2.1404840484048404,2.962850762712232,2/38,CD3E;IL2RG,KEGG_2021_Human,PBMC_up
Renin secretion,0.866599338549456,0.2547954824401667,1.7520743145743145,2.3956008472673846,3/69,CLCA1;ADRB2;CLCA4,KEGG_2021_Human,PBMC_up
Tight junction,0.866599338549456,0.2586334866988127,1.420227030601374,1.920634550167372,6/169,TJP1;MPP4;CLDN8;ERBB2;CD1B;JAM2,KEGG_2021_Human,PBMC_up
Longevity regulating pathway,0.866599338549456,0.2594665722149608,1.5738223718911024,2.1232868859119427,4/102,KL;PPARG;HSPA1B;CREB5,KEGG_2021_Human,PBMC_up
Pancreatic secretion,0.866599338549456,0.2594665722149608,1.5738223718911024,2.1232868859119427,4/102,CLCA1;CEL;SLC4A4;CLCA4,KEGG_2021_Human,PBMC_up
RIG-I-like receptor signaling pathway,0.866599338549456,0.2616461836313039,1.7258351101634684,2.313934361865798,3/70,DDX3X;IFNB1;IFNA10,KEGG_2021_Human,PBMC_up
Calcium signaling pathway,0.866599338549456,0.2651993672801391,1.3310068412687444,1.766609984278613,8/240,NTRK2;FGF7;GNAL;P2RX3;PDGFD;ERBB2;PHKB;ADRB2,KEGG_2021_Human,PBMC_up
Insulin signaling pathway,0.866599338549456,0.2678024412682174,1.4608988289267173,1.9247425777016465,5/137,SOCS1;PPP1R3C;PRKAR2B;TRIP10;PHKB,KEGG_2021_Human,PBMC_up
NF-kappa B signaling pathway,0.866599338549456,0.2706723423369869,1.5421868787276345,2.015401152346937,4/104,EDA;TNFSF14;CCL21;CCL4,KEGG_2021_Human,PBMC_up
Toll-like receptor signaling pathway,0.866599338549456,0.2706723423369869,1.5421868787276345,2.015401152346937,4/104,IFNB1;CCL3L3;CCL4;IFNA10,KEGG_2021_Human,PBMC_up
Melanoma,0.866599338549456,0.2754142549743004,1.6756383712905452,2.160700379182088,3/72,FGF7;CDKN2A;PDGFD,KEGG_2021_Human,PBMC_up
Bladder cancer,0.866599338549456,0.2788855356457936,1.975526783447576,2.5226565276454824,2/41,CDKN2A;ERBB2,KEGG_2021_Human,PBMC_up
"Parathyroid hormone synthesis, secretion and action",0.866599338549456,0.2819605524002357,1.511791993139204,1.9139106774257229,4/106,ARHGEF11;KL;ARRB2;CREB5,KEGG_2021_Human,PBMC_up
PPAR signaling pathway,0.866599338549456,0.2892529184070944,1.6282696177062377,2.0197932727980428,3/74,PPARG;CYP7A1;PLTP,KEGG_2021_Human,PBMC_up
Human immunodeficiency virus 1 infection,0.866599338549456,0.2925106262613138,1.317229268292683,1.6192097208898375,7/212,IFNB1;GNB3;FASLG;CD3E;HLA-G;PAK5;IFNA10,KEGG_2021_Human,PBMC_up
Drug metabolism,0.866599338549456,0.2933190140245496,1.4825661416118672,1.818359184763144,4/108,CDA;ADH1C;FMO2;UMPS,KEGG_2021_Human,PBMC_up
HIF-1 signaling pathway,0.866599338549456,0.2990208469613792,1.468370728012875,1.7726787934932686,4/109,LDHC;IFNG;ERBB2;LDHAL6A,KEGG_2021_Human,PBMC_up
Pancreatic cancer,0.866599338549456,0.3031410025329079,1.5834964122635355,1.8899935865049464,3/76,TGFB2;CDKN2A;ERBB2,KEGG_2021_Human,PBMC_up
Lipid and atherosclerosis,0.866599338549456,0.3045503676500323,1.298028846153846,1.5432508910075653,7/215,IFNB1;CCL3L3;PPARG;FASLG;NOX1;HSPA1B;IFNA10,KEGG_2021_Human,PBMC_up
Tuberculosis,0.866599338549456,0.3065200003594599,1.329685456672861,1.5723161826080112,6/180,TGFB2;IFNG;IFNB1;ATP6V0A4;ATP6V0D2;IFNA10,KEGG_2021_Human,PBMC_up
Vasopressin-regulated water reabsorption,0.866599338549456,0.3071683941560738,1.834134842055634,2.1649378736155427,2/44,ARHGDIA;CREB5,KEGG_2021_Human,PBMC_up
Bacterial invasion of epithelial cells,0.866599338549456,0.3100972117793684,1.5620173745173744,1.8289184152503328,3/77,FN1;CTNNA3;CTNNA2,KEGG_2021_Human,PBMC_up
Toxoplasmosis,0.866599338549456,0.3161991908551906,1.4273617553935645,1.6434399360800251,4/112,TGFB2;SOCS1;IFNG;HSPA1B,KEGG_2021_Human,PBMC_up
ABC transporters,0.866599338549456,0.3165531867312759,1.7913884411696983,2.0605696428000995,2/45,ABCA6;ABCB8,KEGG_2021_Human,PBMC_up
Regulation of actin cytoskeleton,0.866599338549456,0.3166883146087114,1.2793744075829383,1.4710723165937205,7/218,FGF7;MRAS;GSN;PDGFD;FN1;ITGB8;PAK5,KEGG_2021_Human,PBMC_up
Breast cancer,0.866599338549456,0.3169791725641179,1.357317210033107,1.5594478152505982,5/147,FGF7;HEY2;KIT;ERBB2;PGR,KEGG_2021_Human,PBMC_up
Thiamine metabolism,0.866599338549456,0.3197456837652229,2.749717673630717,3.1353087610242327,1/15,ALPI,KEGG_2021_Human,PBMC_up
Type II diabetes mellitus,0.866599338549456,0.3259083719999838,1.7505850585058509,1.9626491899731535,2/46,SOCS1;PKM,KEGG_2021_Human,PBMC_up
Gastric cancer,0.866599338549456,0.3269632039585164,1.3383272465692784,1.4961262544788656,5/149,FGF7;TGFB2;ERBB2;CTNNA3;CTNNA2,KEGG_2021_Human,PBMC_up
Leukocyte transendothelial migration,0.866599338549456,0.3276978446363279,1.4012651364540032,1.5633400870755856,4/114,CLDN8;CTNNA3;CTNNA2;JAM2,KEGG_2021_Human,PBMC_up
Other types of O-glycan biosynthesis,0.866599338549456,0.3352294259110529,1.7115951595159515,1.8706710328904732,2/47,COLGALT2;POFUT2,KEGG_2021_Human,PBMC_up
Cocaine addiction,0.866599338549456,0.3537522714701775,1.6385927954497577,1.702757482200774,2/49,BDNF;CREB5,KEGG_2021_Human,PBMC_up
Ether lipid metabolism,0.866599338549456,0.3537522714701775,1.6385927954497577,1.702757482200774,2/49,PLA2G4F;PLA2G6,KEGG_2021_Human,PBMC_up
Primary bile acid biosynthesis,0.866599338549456,0.3538234476708355,2.405755928853755,2.499477505436173,1/17,CYP7A1,KEGG_2021_Human,PBMC_up
Selenocompound metabolism,0.866599338549456,0.3538234476708355,2.405755928853755,2.499477505436173,1/17,SEPSECS,KEGG_2021_Human,PBMC_up
Neurotrophin signaling pathway,0.866599338549456,0.3565267450480719,1.3399948137263376,1.3819983189877847,4/119,NTRK2;BDNF;ARHGDIA;FASLG,KEGG_2021_Human,PBMC_up
Cholesterol metabolism,0.866599338549456,0.3629462144436337,1.6043729372937294,1.6260329751170697,2/50,CYP7A1;PLTP,KEGG_2021_Human,PBMC_up
Cysteine and methionine metabolism,0.866599338549456,0.3629462144436337,1.6043729372937294,1.6260329751170697,2/50,LDHC;LDHAL6A,KEGG_2021_Human,PBMC_up
Malaria,0.866599338549456,0.3629462144436337,1.6043729372937294,1.6260329751170697,2/50,TGFB2;IFNG,KEGG_2021_Human,PBMC_up
Neuroactive ligand-receptor interaction,0.866599338549456,0.364795738866905,1.1648136553459731,1.1746187091021072,10/341,GHSR;P2RX3;NPBWR1;OPRL1;GRIK1;NMUR1;ADRB2;S1PR5;PRLR;PTGDR,KEGG_2021_Human,PBMC_up
Complement and coagulation cascades,0.866599338549456,0.365727768199662,1.4090447154471544,1.4173102070761452,3/85,C9;F12;C1QC,KEGG_2021_Human,PBMC_up
Hepatitis C,0.866599338549456,0.3671470480114108,1.2673647515202349,1.2698904008570382,5/157,IFNG;IFNB1;CLDN8;FASLG;IFNA10,KEGG_2021_Human,PBMC_up
Ovarian steroidogenesis,0.8704255476910738,0.3720903104633598,1.5715498080420287,1.553663503239957,2/51,PLA2G4F;AKR1C3,KEGG_2021_Human,PBMC_up
Necroptosis,0.8746153268355874,0.3772195875283258,1.250776116313965,1.2194164083848265,5/159,PLA2G4F;IFNG;IFNB1;FASLG;IFNA10,KEGG_2021_Human,PBMC_up
Prion disease,0.8931768399214602,0.3891758413145616,1.1632623738042125,1.097798624263037,8/273,TUBB2B;TUBB3;C9;NCAM1;TUBB4A;HSPA1B;C1QC;CREB5,KEGG_2021_Human,PBMC_up
Hypertrophic cardiomyopathy,0.8931768399214602,0.4001575152615563,1.327723043240285,1.2160575803281428,3/90,TGFB2;TPM4;ITGB8,KEGG_2021_Human,PBMC_up
One carbon pool by folate,0.8931768399214602,0.4017719272261464,2.0255876846265863,1.8470740529499292,1/20,GART,KEGG_2021_Human,PBMC_up
Steroid biosynthesis,0.8931768399214602,0.4017719272261464,2.0255876846265863,1.8470740529499292,1/20,CEL,KEGG_2021_Human,PBMC_up
Regulation of lipolysis in adipocytes,0.8931768399214602,0.4081036285922036,1.4526433775453016,1.3019085957269148,2/55,ADRB2;PNPLA2,KEGG_2021_Human,PBMC_up
Hedgehog signaling pathway,0.8931768399214602,0.4169517324968145,1.4256692335900256,1.2471537943206796,2/56,HHIP;ARRB2,KEGG_2021_Human,PBMC_up
Pyrimidine metabolism,0.8931768399214602,0.4169517324968145,1.4256692335900256,1.2471537943206796,2/56,CDA;UMPS,KEGG_2021_Human,PBMC_up
Pantothenate and CoA biosynthesis,0.8931768399214602,0.4169521609276094,1.924209486166008,1.6832672589046582,1/21,PANK1,KEGG_2021_Human,PBMC_up
Proteoglycans in cancer,0.8931768399214602,0.4191080690208151,1.161135016399362,1.009753746695222,6/205,TGFB2;MRAS;ERBB2;FN1;IGF2;FASLG,KEGG_2021_Human,PBMC_up
Hepatocellular carcinoma,0.8931768399214602,0.4224170818361757,1.1811649109085132,1.017883162876052,5/168,SMARCD1;TGFB2;SMARCC2;CDKN2A;IGF2,KEGG_2021_Human,PBMC_up
Staphylococcus aureus infection,0.8931768399214602,0.4340485632238001,1.2552406832298135,1.0476224361102715,3/95,DEFA5;KRT24;C1QC,KEGG_2021_Human,PBMC_up
Dilated cardiomyopathy,0.8931768399214602,0.4407446774970762,1.241679467485919,1.0172949920337917,3/96,TGFB2;TPM4;ITGB8,KEGG_2021_Human,PBMC_up
Mannose type O-glycan biosynthesis,0.8931768399214602,0.4461689553248832,1.749101688825009,1.411625767585068,1/23,MGAT5B,KEGG_2021_Human,PBMC_up
Mismatch repair,0.8931768399214602,0.4461689553248832,1.749101688825009,1.411625767585068,1/23,MLH3,KEGG_2021_Human,PBMC_up
Proximal tubule bicarbonate reclamation,0.8931768399214602,0.4461689553248832,1.749101688825009,1.411625767585068,1/23,SLC4A4,KEGG_2021_Human,PBMC_up
Renin-angiotensin system,0.8931768399214602,0.4461689553248832,1.749101688825009,1.411625767585068,1/23,MME,KEGG_2021_Human,PBMC_up
Fc gamma R-mediated phagocytosis,0.8931768399214602,0.4474100987486294,1.2284067882472138,0.9879825916601336,3/97,PLA2G4F;GSN;PLA2G6,KEGG_2021_Human,PBMC_up
Viral myocarditis,0.8931768399214602,0.4516497331109057,1.3270740867190167,1.0548226167135073,2/60,PRF1;HLA-G,KEGG_2021_Human,PBMC_up
Estrogen signaling pathway,0.8931768399214602,0.459168112407563,1.1575658828981,0.900978530516546,4/137,KRT24;PGR;HSPA1B;CREB5,KEGG_2021_Human,PBMC_up
Glycerolipid metabolism,0.8931768399214602,0.4601403916143855,1.3045141802315825,1.012594741368389,2/61,CEL;PNPLA2,KEGG_2021_Human,PBMC_up
Steroid hormone biosynthesis,0.8931768399214602,0.4601403916143855,1.3045141802315825,1.012594741368389,2/61,AKR1C3;CYP7A1,KEGG_2021_Human,PBMC_up
Vitamin digestion and absorption,0.8931768399214602,0.4602247075931188,1.67296786389414,1.2982906737152655,1/24,FOLH1,KEGG_2021_Human,PBMC_up
Apoptosis,0.9282142666372074,0.4867947323927847,1.115336963724897,0.8029452882547082,4/142,SPTA1;PRF1;GZMB;FASLG,KEGG_2021_Human,PBMC_up
Signaling pathways regulating pluripotency of stem cells,0.9282142666372074,0.4922525101157113,1.1072557460989458,0.7847824161523483,4/143,SMAD1;PCGF3;INHBC;INHBE,KEGG_2021_Human,PBMC_up
T cell receptor signaling pathway,0.9282142666372074,0.4931037497063313,1.1428571428571428,0.8080407787751304,3/104,IFNG;CD3E;PAK5,KEGG_2021_Human,PBMC_up
Biosynthesis of unsaturated fatty acids,0.9282142666372074,0.5002915141178107,1.4797050775311644,1.0247909441047585,1/27,ELOVL6,KEGG_2021_Human,PBMC_up
Fatty acid elongation,0.9282142666372074,0.5002915141178107,1.4797050775311644,1.0247909441047585,1/27,ELOVL6,KEGG_2021_Human,PBMC_up
Acute myeloid leukemia,0.9282142666372074,0.5094149357368076,1.1837319116527036,0.7984181740388069,2/67,SPI1;KIT,KEGG_2021_Human,PBMC_up
Alcoholism,0.9282142666372074,0.5104761696454221,1.062710484030728,0.7145785624133157,5/186,NTRK2;BDNF;GNB3;HDAC9;CREB5,KEGG_2021_Human,PBMC_up
