Term,Adjusted P-value,P-value,Odds Ratio,Combined Score,Overlap,Genes,library,set_label
Herpes simplex virus 1 infection,1.1343423012066385e-08,4.3076289919239437e-10,1.8914874636116068,40.79080346961673,153/498,ZNF177;ZNF573;PPP1CB;PPP1CC;TBK1;ZFP30;ZNF607;ZNF83;AKT2;AKT3;ZNF208;AKT1;ZNF566;MAP3K7;B2M;ZNF200;IFNAR2;ZNF562;ZNF440;ZNF561;ZNF682;ZNF285;ZNF284;ZNF283;ZFP1;ZFP69B;HLA-B;ZNF705A;TSC1;ZNF99;HCFC2;HCFC1;HLA-E;ZNF90;ZNF91;ZNF93;ZNF716;ZNF439;ZNF714;SRSF2;ZNF317;SRSF3;ZNF557;ZNF556;ZNF677;ZNF555;SRSF7;TP53;ZNF674;IFNAR1;ZNF431;ZNF551;ZNF793;ZNF154;ZNF275;ZNF550;ZNF792;ZNF791;ZNF23;PIK3R1;C3;SOCS3;ZNF708;ZNF829;ZNF549;EIF4EBP1;ZNF669;ZNF701;ZNF425;ZNF546;ZNF667;FADD;ZNF665;ZNF786;ZNF543;ZNF785;ZNF267;ZNF662;ZNF783;HLA-DRB5;ZNF141;EIF2B2;POU2F1;EIF2AK2;POU2F2;SRPK1;MAVS;ZNF813;BCL2;ZNF415;CYCS;TAB2;TAB1;RBAK;ZNF257;ZNF135;ZNF891;ZNF490;ZNF43;IFIH1;IKBKB;CASP8;ZNF805;CASP3;ZNF527;ZNF766;JAK2;ZNF124;JAK1;ZIK1;APAF1;IFNGR1;ZNF480;IFNGR2;IRAK4;TAPBP;IFNG;TRAF6;ZNF878;ZNF780A;RNASEL;ZNF195;SRSF1;ZNF3;RELA;ZFP14;ZNF749;CCL5;ZNF623;ZNF347;ZNF468;BAK1;ZNF621;ZNF585B;ZNF620;ZNF101;ZNF343;ZNF286A;ZNF584;ZNF583;ZNF460;STAT2;ZNF77;MTOR;ZNF619;ZNF616;ZNF74;FAS;BAX;ZNF611;ZNF730;ZNF850;ZFP28,KEGG_2021_Human,LUAD_up_targets
Salmonella infection,1.6062801764116782e-08,6.844677668868507e-10,2.3594861332271764,49.79077195539231,89/249,NCKAP1;CXCL8;HSP90AB1;ARPC1B;WASL;PIK3CG;ACTG1;TXN2;PIK3C2B;IKBKB;TUBA1C;ACTR1A;TUBA1B;CASP7;CASP8;AKT2;MYC;KIF5B;CASP3;AKT3;CASP1;AKT1;RAC1;KPNA3;MAP3K7;KPNA1;MAP2K3;VPS18;MAP2K4;ACTR2;HSP90AA1;MAP2K2;EXOC7;TUBB;VPS33A;RHOG;RHOH;IRAK4;DYNLL2;RHOA;RHOB;DYNC1LI2;TUBB2B;TUBB2A;TRAF6;RHOJ;ELMO2;RAF1;ARL8A;ARF6;DCTN6;DCTN5;RAB5B;DCTN1;ROCK2;SNX33;ACTR3B;RELA;DYNC2LI1;CDC42;MAPK8;KLC2;MYO6;RPS3;MAPK1;FADD;BAK1;PAK3;MAP2K7;WASF3;MAPK3;TCF7L2;JUN;TCF7L1;AHNAK2;M6PR;TNFRSF10B;ARPC5;MAPK14;TUBB4A;ARPC3;BCL2;CYCS;TAB3;BAX;TAB2;TAB1;ACBD3;RAB9B,KEGG_2021_Human,LUAD_up_targets
Proteoglycans in cancer,1.6062801764116782e-08,7.116431161317558e-10,2.548683449074074,53.68405256004454,77/205,ITGB1;CDKN1A;FGF2;ACTG1;IGF1R;PPP1CB;PPP1CC;SHH;CCND1;AKT2;MYC;CASP3;AKT3;KDR;AKT1;PLCE1;RAC1;VAV3;MAP2K2;PRKCB;PDPK1;ITGA2;RPS6;RRAS2;FRS2;WNT16;MMP9;RHOA;VAV2;RAF1;PPP1R12B;TP53;CD44;HBEGF;DDX5;ROCK2;ITPR1;PIK3R1;HIF1A;HOXD10;THBS1;EGFR;SLC9A1;CDC42;ERBB3;ERBB2;MAPK1;PLCG1;WNT1;WNT4;MAPK3;SMAD2;FZD3;TGFB1;FZD7;WNT7B;CAV1;FZD6;RDX;STAT3;FN1;FZD9;IGF2;MSN;MAPK14;MTOR;VEGFA;COL1A1;COL1A2;TFAP4;RPS6KB1;RPS6KB2;MDM2;PDCD4;FAS;GRB2;KRAS,KEGG_2021_Human,LUAD_up_targets
Neurotrophin signaling pathway,1.965999285855201e-08,9.33227509108481e-10,3.2790789809167045,68.17983030981883,52/119,YWHAE;GSK3B;PRDM4;IRS1;CALML3;CRKL;IKBKB;RPS6KA3;RPS6KA5;AKT2;ARHGDIA;AKT3;AKT1;RAC1;MAP2K2;PDPK1;PRKCD;FRS2;IRAK3;IRAK4;RHOA;TRAF6;MAPKAPK2;RAPGEF1;RAF1;TP53;CRK;SHC1;PIK3R1;RELA;RAP1B;CDC42;MAPK8;RAP1A;MAPK7;IRAK2;MAPK1;PLCG1;MAP2K7;SH2B3;MAPK3;JUN;MAP3K1;NTRK3;MAPK14;CAMK4;BCL2;BAX;CALM3;GRB2;KRAS;CALM2,KEGG_2021_Human,LUAD_up_targets
AGE-RAGE signaling pathway in diabetic complications,2.21326820575364e-08,1.1206421294955139e-09,3.596285605994344,74.11715905163453,46/100,CDKN1B;CXCL8;SERPINE1;PIK3R1;FOXO1;RELA;CDC42;MAPK8;CCND1;AKT2;CASP3;AKT3;PIM1;AKT1;PLCE1;MAPK1;PLCG1;RAC1;JAK2;MAPK3;SMAD2;STAT5A;JUN;SMAD4;EDN1;SMAD3;TGFB1;VCAM1;PRKCB;PRKCD;STAT3;FN1;VEGFB;MAPK14;TGFBR2;VEGFA;COL1A1;DIAPH1;IL1A;COL1A2;COL4A1;CDK4;COL4A4;BCL2;BAX;KRAS,KEGG_2021_Human,LUAD_up_targets
p53 signaling pathway,3.071119137296865e-08,1.652184346014136e-09,4.333616928446771,87.6307941310441,37/73,CDKN1A;STEAP3;GORAB;SERPINE1;PTEN;PPM1D;THBS1;CCND3;CASP8;CCND2;CCND1;SESN3;AIFM2;ZMAT3;CASP3;SESN1;CHEK1;PMAIP1;RRM2;APAF1;SHISA5;TNFRSF10B;CDK6;CCNE2;CCNE1;CDK4;CCNG1;CDK2;BCL2;CDK1;MDM2;BAX;CYCS;FAS;ATM;MDM4;TP53,KEGG_2021_Human,LUAD_up_targets
Insulin signaling pathway,7.496944599669484e-08,4.331243773172697e-09,2.921492394788896,56.260380044635966,56/137,GSK3B;IRS1;CALML3;CBLB;SLC2A4;HK2;PTPRF;CRKL;HK1;PPP1CB;IKBKB;PPP1CC;GYS1;AKT2;AKT3;AKT1;FLOT2;MAP2K2;EXOC7;PDPK1;RPS6;PHKA1;TSC1;PPP1R3B;PRKAR1A;PPP1R3E;RAPGEF1;RAF1;CRK;PRKAA1;PRKAA2;SHC1;PIK3R1;ACACA;FOXO1;SOCS3;MAPK8;INPP5A;PRKAR2A;MKNK2;EIF4EBP1;MAPK1;EIF4E;SOCS4;MAPK3;INSR;GCK;MTOR;RPS6KB1;FASN;RPS6KB2;TRIP10;CALM3;GRB2;KRAS;CALM2,KEGG_2021_Human,LUAD_up_targets
Shigellosis,7.496944599669484e-08,4.507656563092411e-09,2.2781390877751257,43.780111555658266,86/246,ITGB1;GSK3B;CXCL8;CALCOCO2;ARPC1B;UBE2D1;WASL;FNBP1L;HK2;CRKL;ACTG1;HK1;IKBKB;RPS6KA5;TBK1;CAPNS1;AKT2;AKT3;CASP1;AKT1;PLCE1;RAC1;BTRC;MAP3K7;ACTR2;GABARAPL1;FNBP1;PRKCD;ACTN4;WIPI2;ATG14;ATG12;RHOA;RRAGC;TRAF6;AKT1S1;UBE2V2;ELMO2;VDAC1;ARHGEF2;UBE2V1;TLN1;TP53;SQSTM1;CRK;CD44;VCL;ARF6;ROCK2;ITPR1;PIK3R1;ACTR3B;GABARAP;EGFR;RELA;FOXO1;MALT1;C3;CDC42;MAPK8;UBB;CCL5;UBC;TIFA;MAPK1;PLCG1;WASF2;MAPK3;JUN;CBX3;ARPC5;MAPK14;MTOR;DIAPH1;RPS6KB1;ARPC3;RPS6KB2;BCL2;MDM2;UBE2N;CYCS;TAB3;BAX;ATM;TAB2;TAB1,KEGG_2021_Human,LUAD_up_targets
ErbB signaling pathway,9.37715298215861e-08,5.934906950733297e-09,3.748842895816959,71.01213597945168,40/85,GSK3B;CDKN1A;CDKN1B;SHC1;TGFA;CBLB;PIK3R1;EGFR;CRKL;MAPK8;ERBB3;AKT2;MYC;AKT3;ERBB2;EIF4EBP1;AKT1;ABL2;MAPK1;PAK6;PLCG1;MAP2K7;PAK3;PAK2;MAPK3;STAT5A;MAP2K4;JUN;MAP2K2;PRKCB;EGF;MTOR;BTC;RPS6KB1;RPS6KB2;GRB2;KRAS;RAF1;CRK;HBEGF,KEGG_2021_Human,LUAD_up_targets
Gastric cancer,1.055475515633856e-07,7.014236021617396e-09,2.7708355274705987,52.02333487794788,59/149,GSK3B;CDKN1A;CDKN1B;FGF2;FGF5;SHH;CCND1;FGF9;CDH1;AKT2;MYC;AKT3;AKT1;MAP2K2;AXIN2;WNT16;TGFBR2;CCNE2;CCNE1;RARB;RAF1;TP53;SHC1;PIK3R1;EGFR;LRP6;RXRB;DVL1;ERBB2;E2F1;DVL3;MAPK1;E2F3;BAK1;WNT1;WNT4;MAPK3;SMAD2;TCF7L2;FZD3;SMAD4;TCF7L1;SMAD3;TGFB1;CSNK1A1;EGF;FZD7;WNT7B;FZD6;FZD9;MLH1;MTOR;RPS6KB1;CDK2;RPS6KB2;BCL2;BAX;GRB2;KRAS,KEGG_2021_Human,LUAD_up_targets
Cell cycle,2.3503051617261721e-07,1.636288403733411e-08,2.9498124806541943,52.88497630069721,51/124,YWHAE;GSK3B;CDKN1A;CDKN1B;YWHAB;CDC14B;CCND3;CCND2;CCND1;YWHAQ;MYC;CDC27;CHEK1;EP300;YWHAH;SMC1A;YWHAZ;CDC25A;RBL1;TFDP1;CCNE2;ESPL1;TFDP2;CCNE1;TP53;ANAPC1;ANAPC2;MCM2;ANAPC13;PCNA;PKMYT1;ORC4;FZR1;ORC1;ORC2;E2F1;E2F3;SMAD2;SMAD4;SMAD3;TGFB1;PLK1;CDC6;WEE1;CDK6;STAG2;CDK4;CDK2;CDK1;MDM2;ATM,KEGG_2021_Human,LUAD_up_targets
Glioma,2.4175063069779094e-07,1.7595773753320224e-08,3.890403237171099,69.4655116299982,36/75,CDKN1A;SHC1;PTEN;PDGFA;TGFA;CALML3;PIK3R1;EGFR;IGF1R;CCND1;AKT2;AKT3;E2F1;AKT1;MAPK1;E2F3;BAK1;PLCG1;MAPK3;PDGFRB;PDGFRA;MAP2K2;PRKCB;EGF;MTOR;CDK6;CDK4;CAMK4;MDM2;BAX;CALM3;GRB2;KRAS;RAF1;TP53;CALM2,KEGG_2021_Human,LUAD_up_targets
Human papillomavirus infection,2.508060758666648e-07,1.904856272405049e-08,1.9992393139607216,35.53902620794933,106/331,PATJ;RBPJ;CCND3;TBK1;CCND2;CCND1;AKT2;AKT3;CREB3L2;AKT1;EP300;ATP6V1E1;IFNAR2;PDGFRB;ATP6V0E1;MAP2K2;HLA-B;TSC1;HLA-E;CCNE2;CCNE1;COL4A1;COL4A4;TBPL1;MAML3;RAF1;TP53;IFNAR1;NOTCH2;NOTCH3;NOTCH1;UBR4;PIK3R1;FOXO1;DVL1;EIF4EBP1;DVL3;FADD;WNT1;WNT4;FZD3;FZD7;FZD6;FN1;FZD9;EIF2AK2;COL1A1;COL1A2;CDK6;CDK4;CDK2;MDM2;ATM;GRB2;ITGB1;GSK3B;CDKN1A;CDKN1B;PTEN;CHD4;LAMC1;IKBKB;LFNG;CASP8;PPP2R5E;CASP3;JAK1;ATP6V0B;ATP6AP1;ITGA2;AXIN2;PPP2R5C;WNT16;CREB1;RBL1;ITGA6;CREB5;PTGS2;THBS2;THBS1;EGFR;RELA;PPP2CA;CDC42;PARD6B;E2F1;MAPK1;BAK1;MAPK3;BCAP31;TCF7L2;TCF7L1;CSNK1A1;EGF;STAT2;WNT7B;MX2;LAMB1;MTOR;VEGFA;HEYL;RPS6KB1;RPS6KB2;FAS;BAX;KRAS,KEGG_2021_Human,LUAD_up_targets
Human immunodeficiency virus 1 infection,7.120554052216966e-07,5.6333497248551954e-08,2.2686733556298773,37.86864234052361,74/212,CALML3;CD3D;CRKL;IKBKB;TBK1;CASP8;AKT2;CFL2;CASP3;AKT3;CHEK1;AKT1;AP1S1;ELOB;AP1S3;ELOC;RAC1;BTRC;CCR5;B2M;MAP3K7;MAP2K3;MAP2K2;PRKCB;HLA-B;IRAK4;HLA-E;TAPBP;TRAF6;RAF1;CRK;GNAI3;ITPR1;CXCR4;PIK3R1;SAMHD1;RELA;GNAI2;MAPK8;GNA11;PAK6;MAPK1;PTK2B;FADD;PLCG1;BAK1;PAK3;MAP2K7;PAK2;MAPK3;JUN;APOBEC3F;LIMK1;GNG12;MAPK14;MTOR;CD4;WEE1;RPS6KB1;GNAQ;GNB1;RPS6KB2;BCL2;CDK1;GNB4;FAS;CYCS;BAX;ATM;CALM3;TAB2;KRAS;TAB1;CALM2,KEGG_2021_Human,LUAD_up_targets
PI3K-Akt signaling pathway,7.407114825909173e-07,6.236212389672163e-08,1.912885499656556,31.73535910054365,110/354,IRS1;FGF2;IGF1R;FGF5;CCND3;CCND2;CCND1;FGF9;AKT2;MYC;AKT3;CREB3L2;MYB;KDR;AKT1;IFNAR2;PDGFRB;PDGFRA;MAP2K2;F2R;RPS6;TSC1;PRLR;CCNE2;CCNE1;COL4A1;COL4A4;DDIT4;RAF1;TP53;EPHA2;IFNAR1;LPAR2;PDGFA;TGFA;PIK3R1;BCL2L11;EIF4EBP1;THEM4;MCL1;INSR;FN1;IGF2;GNG12;COL1A1;EFNA1;IL4;EFNA3;COL1A2;CDK6;CDK4;CDK2;GNB1;BCL2;GNB4;MDM2;GRB2;FGFR4;ITGB1;YWHAE;GSK3B;CDKN1A;CDKN1B;FLT1;HSP90AB1;YWHAB;PTEN;LAMC1;PIK3CG;IKBKB;GYS1;YWHAQ;PPP2R5E;RAC1;JAK2;JAK1;YWHAH;HSP90AA1;PDPK1;ITGA2;PPP2R5C;YWHAZ;CREB1;SGK3;ITGA6;CREB5;PHLPP2;PRKAA1;PHLPP1;PRKAA2;THBS2;THBS1;EGFR;RELA;PPP2CA;ERBB3;ERBB2;MAPK1;EIF4E;MAPK3;ANGPT4;EGF;VEGFB;LAMB1;MTOR;VEGFA;RPS6KB1;IL2RA;RPS6KB2;KRAS,KEGG_2021_Human,LUAD_up_targets
MAPK signaling pathway,7.407114825909173e-07,6.328863933529989e-08,2.023247550885742,33.536461169055514,95/294,FLT1;FGF2;CRKL;IGF1R;ELK4;IKBKB;FGF5;RPS6KA3;RPS6KA5;DUSP10;FGF9;AKT2;MYC;CASP3;AKT3;STMN1;KDR;AKT1;MAP3K8;RAC1;MAP3K7;MAP2K3;PDGFRB;MAP4K2;MAP2K4;PDGFRA;DUSP2;PLA2G4F;DUSP3;MAP2K2;PRKCB;DUSP1;CACNA2D3;RRAS2;PLA2G4A;IRAK4;MAPK8IP2;MAPK8IP3;TGFBR2;IL1A;PPM1A;TRAF6;MAPKAPK2;RAPGEF2;MAPKAPK5;RAF1;TP53;CRK;EPHA2;SRF;CACNA1B;PDGFA;TGFA;RASGRP1;EGFR;RELA;RAP1B;CDC42;CACNG7;CACNG8;MAPK8;RAP1A;MAPK7;ERBB3;ERBB2;MKNK2;MAP3K20;MAPK1;MAP2K7;PAK2;MAPK3;MAP3K2;HSPA8;ANGPT4;JUN;MAP3K1;TGFB1;EGF;INSR;HSPA6;IGF2;VEGFB;GNG12;MAPK14;VEGFA;EFNA1;EFNA3;TAOK1;FAS;GRB2;TAB2;KRAS;TAB1;FGFR4;HSPA1B,KEGG_2021_Human,LUAD_up_targets
Breast cancer,9.185062995812198e-07,8.138663414010807e-08,2.598830267338555,42.4234476406101,56/147,GSK3B;CDKN1A;PTEN;FGF2;IGF1R;FGF5;CCND1;FGF9;AKT2;MYC;AKT3;AKT1;MAP2K2;NCOA3;AXIN2;WNT16;RAF1;TP53;NOTCH2;NOTCH3;NOTCH1;SHC1;PIK3R1;EGFR;LRP6;DLL4;DVL1;ERBB2;E2F1;DVL3;MAPK1;E2F3;BAK1;WNT1;WNT4;MAPK3;TCF7L2;FZD3;JUN;TCF7L1;CSNK1A1;EGF;FZD7;WNT7B;FZD6;FZD9;MTOR;HEYL;CDK6;RPS6KB1;CDK4;SP1;RPS6KB2;BAX;GRB2;KRAS,KEGG_2021_Human,LUAD_up_targets
Chronic myeloid leukemia,1.118184600379719e-06,1.0261820699687296e-07,3.596444206200304,57.87488094541354,35/76,CDKN1A;CDKN1B;CTBP2;CTBP1;SHC1;PIK3R1;RELA;CRKL;IKBKB;CCND1;AKT2;MYC;AKT3;E2F1;AKT1;MAPK1;E2F3;BAK1;MAPK3;STAT5A;SMAD4;MAP2K2;SMAD3;TGFB1;RUNX1;TGFBR2;CDK6;CDK4;MDM2;BAX;GRB2;KRAS;RAF1;CRK;TP53,KEGG_2021_Human,LUAD_up_targets
